fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes,fragment
Facilities Capital Fund (438),8344,8344,2022-23,proposed,budget-fy2022-23-vol1,237,,fy2022-23
Full Faith and Credit Debt Service Fund (320),1244,1244,2022-23,adopted,budget-fy2022-23-vol1,214,,fy2022-23
Full Faith and Credit Debt Service Fund (320),1244,1244,2022-23,adopted,budget-fy2023-24-vol1,150,,fy2023-24
Full Faith and Credit Debt Service Fund (320),1244,1244,2022-23,approved,budget-fy2022-23-vol1,214,,fy2022-23
Full Faith and Credit Debt Service Fund (320),1244,1244,2022-23,proposed,budget-fy2022-23-vol1,214,,fy2022-23
Full Faith and Credit Fund (420),237,237,2022-23,adopted,budget-fy2022-23-vol1,231,,fy2022-23
Full Faith and Credit Fund (420),237,237,2022-23,adopted,budget-fy2023-24-vol1,166,,fy2023-24
Full Faith and Credit Fund (420),237,237,2022-23,approved,budget-fy2022-23-vol1,231,,fy2022-23
Full Faith and Credit Fund (420),453,453,2022-23,proposed,budget-fy2022-23-vol1,231,,fy2022-23
General Fund (100),794585,794585,2022-23,proposed,budget-fy2022-23-vol1,149,,fy2022-23
General Fund (100),804062,804062,2022-23,adopted,budget-fy2022-23-vol1,149,,fy2022-23
General Fund (100),804062,804062,2022-23,adopted,budget-fy2023-24-vol1,98,,fy2023-24
General Fund (100),804062,804062,2022-23,approved,budget-fy2022-23-vol1,149,,fy2022-23
General Fund (100),830038,830038,2022-23,actual-budgetary,budget-fy2024-25-vol1,99,,fy2024-25
General Fund (100),830038,830038,2022-23,actual-budgetary,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column),fy2025-26
General Fund,804062,804062,2022-23,revised,tscc-review-fy2024,18,,tscc
General Fund,830038,830038,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
General Fund,830038,830038,2022-23,actual-budgetary,tscc-review-fy2025,18,,tscc
General Fund,830038,830038,2022-23,actual-budgetary,tscc-review-fy2026,19,SUMMARY OF BUDGET - BY FUND; single total printed per fund (resources=requirements); native whole dollars,tscc
GO Bonds Debt Service Fund (350),159363,159363,2022-23,adopted,budget-fy2022-23-vol1,217,,fy2022-23
GO Bonds Debt Service Fund (350),159363,159363,2022-23,adopted,budget-fy2023-24-vol1,153,,fy2023-24
GO Bonds Debt Service Fund (350),163418,163418,2022-23,approved,budget-fy2022-23-vol1,217,,fy2022-23
GO Bonds Debt Service Fund (350),163418,163418,2022-23,proposed,budget-fy2022-23-vol1,217,,fy2022-23
GO Bonds Debt Service Fund,159363,159363,2022-23,revised,tscc-review-fy2024,18,,tscc
GO Bonds Debt Service Fund,160569,160569,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
GO Bonds Debt Service Fund,160569,160569,2022-23,actual-budgetary,tscc-review-fy2025,18,,tscc
GO Bonds Debt Service Fund,160569,160569,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
GO Bonds Fund (450),478452,478452,2022-23,adopted,budget-fy2022-23-vol1,244,,fy2022-23
GO Bonds Fund (450),478452,478452,2022-23,adopted,budget-fy2023-24-vol1,182,,fy2023-24
GO Bonds Fund (450),478452,478452,2022-23,approved,budget-fy2022-23-vol1,244,,fy2022-23
GO Bonds Fund (450),478452,478452,2022-23,proposed,budget-fy2022-23-vol1,244,,fy2022-23
GRAND TOTAL ALL FUNDS,1883259,1883259,2022-23,revised,tscc-review-fy2024,18,"grand total row; 2023-24 printed 2,182,055 here vs 2,182,057 elsewhere in same doc",tscc
GRAND TOTAL ALL FUNDS,2351781,2351781,2022-23,actual-budgetary,tscc-review-fy2025,18,"grand total row; 2022-23 total 2,351,781 conflicts with 2,351,973 (FY26 review) and 2,351,969 (annual report/by-object)",tscc
GRAND TOTAL ALL FUNDS,2351969,2351969,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,84,grand total row; PPS Budget Summary in FY24-25 TSCC Annual Report; 2024-25 column labeled Adopted,tscc
GRAND TOTAL ALL FUNDS,2351973,2351973,2022-23,actual-budgetary,tscc-review-fy2026,19,"grand total row; p.6/p.16 print 2,035,118 for 2025-26 (rounding)",tscc
Grants Fund (205),190824,190824,2022-23,proposed,budget-fy2022-23-vol1,173,,fy2022-23
Grants Fund (205),196623,196623,2022-23,adopted,budget-fy2023-24-vol1,117,,fy2023-24
Grants Fund (205),196624,196624,2022-23,adopted,budget-fy2022-23-vol1,173,,fy2022-23
Grants Fund (205),196624,196624,2022-23,approved,budget-fy2022-23-vol1,173,,fy2022-23
Harriet Tubman MS Relocation Fund (437),0,0,2022-23,adopted,budget-fy2023-24-vol1,172,,fy2023-24
Internal Service Fund,7494,7494,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,84,,tscc
Internal Service Fund,7494,7494,2022-23,actual-budgetary,tscc-review-fy2025,18,FY2024-25 adds Property & Liability Insurance and Unemployment sub-funds within Internal Service Fund (p.4),tscc
Internal Service Fund,7494,7494,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
Internal Service Fund,8645,8645,2022-23,revised,tscc-review-fy2024,18,,tscc
Internal Service Funds (600) [group total],8620,8620,2022-23,proposed,budget-fy2022-23-vol1,257,,fy2022-23
Internal Service Funds (600) [group total],8646,8645,2022-23,adopted,budget-fy2023-24-vol1,196,,fy2023-24
Internal Service Funds (600) [group total],8646,8646,2022-23,adopted,budget-fy2022-23-vol1,257,,fy2022-23
Internal Service Funds (600) [group total],8646,8646,2022-23,approved,budget-fy2022-23-vol1,257,,fy2022-23
Internal Service Funds (600),7494,7494,2022-23,actual-budgetary,budget-fy2024-25-vol1,191,,fy2024-25
Internal Service Funds (600),7494,7494,2022-23,actual-budgetary,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column),fy2025-26
IT System Project Fund (407),0,0,2022-23,adopted,budget-fy2023-24-vol1,164,,fy2023-24
Partnership Funds (470),0,0,2022-23,adopted,budget-fy2023-24-vol1,186,,fy2023-24
PERS Rate Stabilization Reserve Fund (225),19793,19793,2022-23,adopted,budget-fy2022-23-vol1,184,,fy2022-23
PERS Rate Stabilization Reserve Fund (225),19793,19793,2022-23,adopted,budget-fy2023-24-vol1,127,,fy2023-24
PERS Rate Stabilization Reserve Fund (225),19793,19793,2022-23,approved,budget-fy2022-23-vol1,184,,fy2022-23
PERS Rate Stabilization Reserve Fund (225),19793,19793,2022-23,proposed,budget-fy2022-23-vol1,184,,fy2022-23
PERS UAL Debt Service Fund (308),81228,81228,2022-23,proposed,budget-fy2022-23-vol1,211,,fy2022-23
PERS UAL Debt Service Fund (308),81803,81803,2022-23,adopted,budget-fy2022-23-vol1,211,,fy2022-23
PERS UAL Debt Service Fund (308),81803,81803,2022-23,adopted,budget-fy2023-24-vol1,147,,fy2023-24
PERS UAL Debt Service Fund (308),81803,81803,2022-23,approved,budget-fy2022-23-vol1,211,,fy2022-23
Self Insurance Fund (601),8620,8620,2022-23,proposed,budget-fy2022-23-vol1,261,,fy2022-23
Self Insurance Fund (601),8646,8646,2022-23,adopted,budget-fy2022-23-vol1,261,,fy2022-23
Self Insurance Fund (601),8646,8646,2022-23,adopted,budget-fy2023-24-vol1,200,,fy2023-24
Self Insurance Fund (601),8646,8646,2022-23,approved,budget-fy2022-23-vol1,261,,fy2022-23
Special Revenue Fund,249169,249169,2022-23,actual-budgetary,tscc-review-fy2025,18,"2022-23 actual printed 249,169 (CONFLICT: 249,354 FY26 review; 249,357 annual report)",tscc
Special Revenue Fund,249354,249354,2022-23,actual-budgetary,tscc-review-fy2026,19,"2022-23 actual printed 249,354 (CONFLICT: 249,169 in FY25 review p.18; 249,357 in annual report p.84); FY2025-26 adds Measure 98: High School Success sub-fund within Special Revenue Fund (p.6)",tscc
Special Revenue Fund,249357,249357,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,84,"2022-23 actual printed 249,357 (third variant across docs)",tscc
Special Revenue Fund,311278,311278,2022-23,revised,tscc-review-fy2024,18,,tscc
Special Revenue Funds (200) [group total],305478,305478,2022-23,proposed,budget-fy2022-23-vol1,162,,fy2022-23
Special Revenue Funds (200) [group total],311278,311278,2022-23,adopted,budget-fy2022-23-vol1,162,,fy2022-23
Special Revenue Funds (200) [group total],311278,311278,2022-23,approved,budget-fy2022-23-vol1,162,,fy2022-23
Special Revenue Funds (200) [group total],311279,311279,2022-23,adopted,budget-fy2023-24-vol1,108,,fy2023-24
Special Revenue Funds (200),249353,249353,2022-23,actual-budgetary,budget-fy2024-25-vol1,111,,fy2024-25
Special Revenue Funds (200),249353,249353,2022-23,actual-budgetary,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column),fy2025-26
Student Body Activity Fund (201),12500,12500,2022-23,adopted,budget-fy2022-23-vol1,166,,fy2022-23
Student Body Activity Fund (201),12500,12500,2022-23,adopted,budget-fy2023-24-vol1,110,,fy2023-24
Student Body Activity Fund (201),12500,12500,2022-23,approved,budget-fy2022-23-vol1,166,,fy2022-23
Student Body Activity Fund (201),12500,12500,2022-23,proposed,budget-fy2022-23-vol1,166,,fy2022-23
Student Investment Account Fund (251),38000,38000,2022-23,adopted,budget-fy2022-23-vol1,187,,fy2022-23
Student Investment Account Fund (251),38000,38000,2022-23,adopted,budget-fy2023-24-vol1,130,,fy2023-24
Student Investment Account Fund (251),38000,38000,2022-23,approved,budget-fy2022-23-vol1,187,,fy2022-23
Student Investment Account Fund (251),38000,38000,2022-23,proposed,budget-fy2022-23-vol1,187,,fy2022-23
TOTAL ALL FUNDS,1868806,1868806,2022-23,proposed,budget-fy2022-23-vol1,140,,fy2022-23
TOTAL ALL FUNDS,1883261,1883261,2022-23,adopted,budget-fy2022-23-vol1,140,,fy2022-23
TOTAL ALL FUNDS,1883261,1883261,2022-23,adopted,budget-fy2023-24-vol1,86,,fy2023-24
TOTAL ALL FUNDS,1887316,1887316,2022-23,approved,budget-fy2022-23-vol1,140,,fy2022-23
Total All Funds,2351970,2351970,2022-23,actual-budgetary,budget-fy2024-25-vol1,91,,fy2024-25
TOTAL ALL FUNDS,2351970,2351970,2022-23,actual-budgetary,budget-fy2026-27-vol1,91,"requirements totals identical (p.92); adopted resolution total $2,768,590,878 (p.317)",fy2026-27
100 General Fund,873375,873375,2023-24,actual-budgetary,budget-fy2026-27-vol1,108,,fy2026-27
200 Special Revenue Funds (type total),247560,247560,2023-24,actual-budgetary,budget-fy2026-27-vol1,122,,fy2026-27
201 Student Body Activity Fund,11166,11166,2023-24,actual-budgetary,budget-fy2026-27-vol1,125,,fy2026-27
202 Cafeteria Fund,24206,24206,2023-24,actual-budgetary,budget-fy2026-27-vol1,128,,fy2026-27
205 Grants Fund,123089,123089,2023-24,actual-budgetary,budget-fy2026-27-vol1,133,,fy2026-27
225 PERS Rate Stabilization Reserve Fund,21573,21573,2023-24,actual-budgetary,budget-fy2026-27-vol1,139,,fy2026-27
251 Student Investment Account Fund,40408,40408,2023-24,actual-budgetary,budget-fy2026-27-vol1,142,,fy2026-27
299 Dedicated Resource Fund,27118,27118,2023-24,actual-budgetary,budget-fy2026-27-vol1,151,,fy2026-27
300 Debt Service Funds (type total),265585,265585,2023-24,actual-budgetary,budget-fy2026-27-vol1,157,,fy2026-27
308 PERS UAL Debt Service Fund,86905,86905,2023-24,actual-budgetary,budget-fy2026-27-vol1,164,,fy2026-27
320 Full Faith and Credit Debt Service Fund,619,619,2023-24,actual-budgetary,budget-fy2026-27-vol1,167,,fy2026-27
350 GO Bonds Debt Service Fund,178061,178061,2023-24,actual-budgetary,budget-fy2026-27-vol1,170,,fy2026-27
400 Capital Projects Funds (type total),785500,785500,2023-24,actual-budgetary,budget-fy2026-27-vol1,173,,fy2026-27
404 Construction Excise Fund,3698,3698,2023-24,actual-budgetary,budget-fy2026-27-vol1,177,,fy2026-27
420 Full Faith and Credit Fund,98,98,2023-24,actual-budgetary,budget-fy2026-27-vol1,181,,fy2026-27
435 Energy Efficient Schools Fund,5412,5412,2023-24,actual-budgetary,budget-fy2026-27-vol1,183,,fy2026-27
437 Harriet Tubman MS Relocation Fund,8366,8366,2023-24,actual-budgetary,budget-fy2026-27-vol1,186,,fy2026-27
438 Facilities Capital Fund,11951,11951,2023-24,actual-budgetary,budget-fy2026-27-vol1,189,,fy2026-27
445 Capital Asset Renewal Fund,3385,3385,2023-24,actual-budgetary,budget-fy2026-27-vol1,193,,fy2026-27
450 GO Bonds Fund,752590,752590,2023-24,actual-budgetary,budget-fy2026-27-vol1,197,,fy2026-27
600 Internal Service Funds (type total),7683,7683,2023-24,actual-budgetary,budget-fy2026-27-vol1,205,,fy2026-27
601 Workers Compensation Fund,7683,7683,2023-24,actual-budgetary,budget-fy2026-27-vol1,209,,fy2026-27
602 Property & Liability Insurance Fund,0,0,2023-24,actual-budgetary,budget-fy2026-27-vol1,213,,fy2026-27
603 Unemployment Fund,0,0,2023-24,actual-budgetary,budget-fy2026-27-vol1,217,,fy2026-27
All Funds total,2179703,2179703,2023-24,actual-budgetary,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column),fy2025-26
Cafeteria Fund (202),24425,24425,2023-24,adopted,budget-fy2023-24-vol1,113,,fy2023-24
Cafeteria Fund (202),24425,24425,2023-24,approved,budget-fy2023-24-vol1,113,,fy2023-24
Cafeteria Fund (202),24425,24425,2023-24,proposed,budget-fy2023-24-vol1,113,,fy2023-24
Capital Asset Renewal Fund (445),2572,2572,2023-24,adopted,budget-fy2023-24-vol1,178,,fy2023-24
Capital Asset Renewal Fund (445),2572,2572,2023-24,approved,budget-fy2023-24-vol1,178,,fy2023-24
Capital Asset Renewal Fund (445),2572,2572,2023-24,proposed,budget-fy2023-24-vol1,178,,fy2023-24
Capital Projects Fund,785500,785500,2023-24,actual-budgetary,tscc-review-fy2026,19,"2025-26 printed 643,773 here but 643,774 in Other Funds table p.16",tscc
Capital Projects Fund,834105,834105,2023-24,approved,tscc-review-fy2024,18,"2023-24 printed 834,105 (p.15 Other Funds table prints 834,107); FY2023-24 adds Harriet Tubman MS Relocation Fund ($122.5M state grant, p.4)",tscc
Capital Projects Fund,834106,834106,2023-24,revised,tscc-annual-report-2024-25-summaries,84,,tscc
Capital Projects Fund,834106,834106,2023-24,revised,tscc-review-fy2025,18,,tscc
Capital Projects Funds (400) [group total],834106,834106,2023-24,adopted,budget-fy2023-24-vol1,157,,fy2023-24
Capital Projects Funds (400) [group total],834106,834106,2023-24,approved,budget-fy2023-24-vol1,157,,fy2023-24
Capital Projects Funds (400) [group total],834106,834106,2023-24,proposed,budget-fy2023-24-vol1,157,,fy2023-24
Capital Projects Funds (400),785500,785500,2023-24,actual-budgetary,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column),fy2025-26
Capital Projects Funds (400),834106,834106,2023-24,adopted,budget-fy2024-25-vol1,155,,fy2024-25
Construction Excise Fund (404),8339,8339,2023-24,adopted,budget-fy2023-24-vol1,160,,fy2023-24
Construction Excise Fund (404),8339,8339,2023-24,approved,budget-fy2023-24-vol1,160,,fy2023-24
Construction Excise Fund (404),8339,8339,2023-24,proposed,budget-fy2023-24-vol1,160,,fy2023-24
Debt Service Fund,86445,86445,2023-24,approved,tscc-review-fy2024,18,"2023-24 printed 86,445 (FY25 review prints 86,446)",tscc
Debt Service Fund,86446,86446,2023-24,revised,tscc-annual-report-2024-25-summaries,84,,tscc
Debt Service Fund,86446,86446,2023-24,revised,tscc-review-fy2025,18,"2022-23 printed 84,467 (FY26 review prints 84,474)",tscc
Debt Service Fund,87524,87524,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
Debt Service Funds (300) [group total],257341,257341,2023-24,proposed,budget-fy2023-24-vol1,141,,fy2023-24
Debt Service Funds (300) [group total],257703,257703,2023-24,adopted,budget-fy2023-24-vol1,141,,fy2023-24
Debt Service Funds (300) [group total],257703,257703,2023-24,approved,budget-fy2023-24-vol1,141,,fy2023-24
Debt Service Funds (300),257703,257703,2023-24,adopted,budget-fy2024-25-vol1,139,,fy2024-25
Debt Service Funds (300),265585,265585,2023-24,actual-budgetary,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column),fy2025-26
Dedicated Resource Fund (299),20840,20840,2023-24,adopted,budget-fy2023-24-vol1,134,,fy2023-24
Dedicated Resource Fund (299),20840,20840,2023-24,approved,budget-fy2023-24-vol1,134,,fy2023-24
Dedicated Resource Fund (299),20840,20840,2023-24,proposed,budget-fy2023-24-vol1,134,,fy2023-24
Energy Efficient Schools Fund (435),5723,5723,2023-24,adopted,budget-fy2023-24-vol1,169,,fy2023-24
Energy Efficient Schools Fund (435),5723,5723,2023-24,approved,budget-fy2023-24-vol1,169,,fy2023-24
Energy Efficient Schools Fund (435),5723,5723,2023-24,proposed,budget-fy2023-24-vol1,169,,fy2023-24
Facilities Capital Fund (438),3400,3400,2023-24,adopted,budget-fy2023-24-vol1,175,,fy2023-24
Facilities Capital Fund (438),3400,3400,2023-24,approved,budget-fy2023-24-vol1,175,,fy2023-24
Facilities Capital Fund (438),3400,3400,2023-24,proposed,budget-fy2023-24-vol1,175,,fy2023-24
Full Faith and Credit Debt Service Fund (320),619,619,2023-24,adopted,budget-fy2023-24-vol1,150,,fy2023-24
Full Faith and Credit Debt Service Fund (320),619,619,2023-24,approved,budget-fy2023-24-vol1,150,,fy2023-24
Full Faith and Credit Debt Service Fund (320),619,619,2023-24,proposed,budget-fy2023-24-vol1,150,,fy2023-24
Full Faith and Credit Fund (420),97,97,2023-24,adopted,budget-fy2023-24-vol1,166,,fy2023-24
Full Faith and Credit Fund (420),97,97,2023-24,approved,budget-fy2023-24-vol1,166,,fy2023-24
Full Faith and Credit Fund (420),97,97,2023-24,proposed,budget-fy2023-24-vol1,166,,fy2023-24
General Fund (100),823423,823423,2023-24,proposed,budget-fy2023-24-vol1,98,,fy2023-24
General Fund (100),833774,833774,2023-24,adopted,budget-fy2023-24-vol1,98,,fy2023-24
General Fund (100),833774,833774,2023-24,adopted,budget-fy2024-25-vol1,99,"book states 2023-24 budget columns are from the 2023-24 Adopted Budget (p78)",fy2024-25
General Fund (100),833774,833774,2023-24,approved,budget-fy2023-24-vol1,98,,fy2023-24
General Fund (100),873375,873375,2023-24,actual-budgetary,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column),fy2025-26
General Fund,833773,833773,2023-24,approved,tscc-review-fy2024,18,,tscc
General Fund,833773,833773,2023-24,revised,tscc-annual-report-2024-25-summaries,84,,tscc
General Fund,833773,833773,2023-24,revised,tscc-review-fy2025,18,,tscc
General Fund,873375,873375,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
GO Bonds Debt Service Fund (350),171257,171257,2023-24,adopted,budget-fy2023-24-vol1,153,,fy2023-24
GO Bonds Debt Service Fund (350),171257,171257,2023-24,approved,budget-fy2023-24-vol1,153,,fy2023-24
GO Bonds Debt Service Fund (350),171257,171257,2023-24,proposed,budget-fy2023-24-vol1,153,,fy2023-24
GO Bonds Debt Service Fund,171257,171257,2023-24,approved,tscc-review-fy2024,18,,tscc
GO Bonds Debt Service Fund,171257,171257,2023-24,revised,tscc-annual-report-2024-25-summaries,84,,tscc
GO Bonds Debt Service Fund,171257,171257,2023-24,revised,tscc-review-fy2025,18,,tscc
GO Bonds Debt Service Fund,178061,178061,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
GO Bonds Fund (450),691474,691474,2023-24,adopted,budget-fy2023-24-vol1,182,,fy2023-24
GO Bonds Fund (450),691474,691474,2023-24,approved,budget-fy2023-24-vol1,182,,fy2023-24
GO Bonds Fund (450),691474,691474,2023-24,proposed,budget-fy2023-24-vol1,182,,fy2023-24
GRAND TOTAL ALL FUNDS,2179703,2179703,2023-24,actual-budgetary,tscc-review-fy2026,19,"grand total row; p.6/p.16 print 2,035,118 for 2025-26 (rounding)",tscc
GRAND TOTAL ALL FUNDS,2182055,2182055,2023-24,approved,tscc-review-fy2024,18,"grand total row; 2023-24 printed 2,182,055 here vs 2,182,057 elsewhere in same doc",tscc
GRAND TOTAL ALL FUNDS,2182057,2182057,2023-24,revised,tscc-annual-report-2024-25-summaries,84,grand total row; PPS Budget Summary in FY24-25 TSCC Annual Report; 2024-25 column labeled Adopted,tscc
GRAND TOTAL ALL FUNDS,2182057,2182057,2023-24,revised,tscc-review-fy2025,18,"grand total row; 2022-23 total 2,351,781 conflicts with 2,351,973 (FY26 review) and 2,351,969 (annual report/by-object)",tscc
Grants Fund (205),135154,135154,2023-24,adopted,budget-fy2023-24-vol1,117,,fy2023-24
Grants Fund (205),135154,135154,2023-24,approved,budget-fy2023-24-vol1,117,,fy2023-24
Grants Fund (205),135353,135353,2023-24,proposed,budget-fy2023-24-vol1,117,,fy2023-24
Harriet Tubman MS Relocation Fund (437),122500,122500,2023-24,adopted,budget-fy2023-24-vol1,172,,fy2023-24
Harriet Tubman MS Relocation Fund (437),122500,122500,2023-24,approved,budget-fy2023-24-vol1,172,,fy2023-24
Harriet Tubman MS Relocation Fund (437),122500,122500,2023-24,proposed,budget-fy2023-24-vol1,172,,fy2023-24
Internal Service Fund,7683,7683,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
Internal Service Fund,8998,8998,2023-24,approved,tscc-review-fy2024,18,,tscc
Internal Service Fund,8998,8998,2023-24,revised,tscc-annual-report-2024-25-summaries,84,,tscc
Internal Service Fund,8998,8998,2023-24,revised,tscc-review-fy2025,18,FY2024-25 adds Property & Liability Insurance and Unemployment sub-funds within Internal Service Fund (p.4),tscc
Internal Service Funds (600) [group total],8981,8981,2023-24,proposed,budget-fy2023-24-vol1,196,,fy2023-24
Internal Service Funds (600) [group total],8998,8998,2023-24,adopted,budget-fy2023-24-vol1,196,,fy2023-24
Internal Service Funds (600) [group total],8998,8998,2023-24,approved,budget-fy2023-24-vol1,196,,fy2023-24
Internal Service Funds (600),7683,7683,2023-24,actual-budgetary,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column),fy2025-26
Internal Service Funds (600),8998,8997,2023-24,adopted,budget-fy2024-25-vol1,191,"resources total 8998 (p191) vs requirements total 8997 (p192) as printed",fy2024-25
IT System Project Fund (407),0,0,2023-24,adopted,budget-fy2023-24-vol1,164,,fy2023-24
IT System Project Fund (407),0,0,2023-24,approved,budget-fy2023-24-vol1,164,,fy2023-24
IT System Project Fund (407),0,0,2023-24,proposed,budget-fy2023-24-vol1,164,,fy2023-24
Partnership Funds (470),0,0,2023-24,adopted,budget-fy2023-24-vol1,186,,fy2023-24
Partnership Funds (470),0,0,2023-24,approved,budget-fy2023-24-vol1,186,,fy2023-24
Partnership Funds (470),0,0,2023-24,proposed,budget-fy2023-24-vol1,186,,fy2023-24
PERS Rate Stabilization Reserve Fund (225),20627,20627,2023-24,adopted,budget-fy2023-24-vol1,127,,fy2023-24
PERS Rate Stabilization Reserve Fund (225),20627,20627,2023-24,approved,budget-fy2023-24-vol1,127,,fy2023-24
PERS Rate Stabilization Reserve Fund (225),20627,20627,2023-24,proposed,budget-fy2023-24-vol1,127,,fy2023-24
PERS UAL Debt Service Fund (308),85465,85465,2023-24,proposed,budget-fy2023-24-vol1,147,,fy2023-24
PERS UAL Debt Service Fund (308),85827,85827,2023-24,adopted,budget-fy2023-24-vol1,147,,fy2023-24
PERS UAL Debt Service Fund (308),85827,85827,2023-24,approved,budget-fy2023-24-vol1,147,,fy2023-24
Self Insurance Fund (601),8981,8981,2023-24,proposed,budget-fy2023-24-vol1,200,,fy2023-24
Self Insurance Fund (601),8998,8998,2023-24,adopted,budget-fy2023-24-vol1,200,,fy2023-24
Self Insurance Fund (601),8998,8998,2023-24,approved,budget-fy2023-24-vol1,200,,fy2023-24
Special Revenue Fund,247477,247477,2023-24,approved,tscc-review-fy2024,18,,tscc
Special Revenue Fund,247477,247477,2023-24,revised,tscc-annual-report-2024-25-summaries,84,"2022-23 actual printed 249,357 (third variant across docs)",tscc
Special Revenue Fund,247477,247477,2023-24,revised,tscc-review-fy2025,18,"2022-23 actual printed 249,169 (CONFLICT: 249,354 FY26 review; 249,357 annual report)",tscc
Special Revenue Fund,247560,247560,2023-24,actual-budgetary,tscc-review-fy2026,19,"2022-23 actual printed 249,354 (CONFLICT: 249,169 in FY25 review p.18; 249,357 in annual report p.84); FY2025-26 adds Measure 98: High School Success sub-fund within Special Revenue Fund (p.6)",tscc
Special Revenue Funds (200) [group total],247477,247477,2023-24,adopted,budget-fy2023-24-vol1,108,,fy2023-24
Special Revenue Funds (200) [group total],247477,247477,2023-24,approved,budget-fy2023-24-vol1,108,,fy2023-24
Special Revenue Funds (200) [group total],247677,247677,2023-24,proposed,budget-fy2023-24-vol1,108,,fy2023-24
Special Revenue Funds (200),247477,247477,2023-24,adopted,budget-fy2024-25-vol1,111,,fy2024-25
Special Revenue Funds (200),247560,247560,2023-24,actual-budgetary,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column),fy2025-26
Student Body Activity Fund (201),10000,10000,2023-24,adopted,budget-fy2023-24-vol1,110,,fy2023-24
Student Body Activity Fund (201),10000,10000,2023-24,approved,budget-fy2023-24-vol1,110,,fy2023-24
Student Body Activity Fund (201),10000,10000,2023-24,proposed,budget-fy2023-24-vol1,110,,fy2023-24
Student Investment Account Fund (251),36432,36432,2023-24,adopted,budget-fy2023-24-vol1,130,,fy2023-24
Student Investment Account Fund (251),36432,36432,2023-24,approved,budget-fy2023-24-vol1,130,,fy2023-24
Student Investment Account Fund (251),36432,36432,2023-24,proposed,budget-fy2023-24-vol1,130,,fy2023-24
TOTAL ALL FUNDS,2171527,2171527,2023-24,proposed,budget-fy2023-24-vol1,86,,fy2023-24
TOTAL ALL FUNDS,2179703,2179703,2023-24,actual-budgetary,budget-fy2026-27-vol1,91,,fy2026-27
TOTAL ALL FUNDS,2182057,2182057,2023-24,adopted,budget-fy2023-24-vol1,86,,fy2023-24
Total All Funds,2182057,2182057,2023-24,adopted,budget-fy2024-25-vol1,91,,fy2024-25
TOTAL ALL FUNDS,2182057,2182057,2023-24,approved,budget-fy2023-24-vol1,86,,fy2023-24
100 General Fund,855834,855834,2024-25,actual-budgetary,budget-fy2026-27-vol1,108,,fy2026-27
200 Special Revenue Funds (type total),233078,233078,2024-25,actual-budgetary,budget-fy2026-27-vol1,122,,fy2026-27
201 Student Body Activity Fund,11617,11617,2024-25,actual-budgetary,budget-fy2026-27-vol1,125,,fy2026-27
202 Cafeteria Fund,25490,25490,2024-25,actual-budgetary,budget-fy2026-27-vol1,128,,fy2026-27
205 Grants Fund,97573,97573,2024-25,actual-budgetary,budget-fy2026-27-vol1,133,,fy2026-27
225 PERS Rate Stabilization Reserve Fund,22824,22824,2024-25,actual-budgetary,budget-fy2026-27-vol1,139,,fy2026-27
251 Student Investment Account Fund,48606,48606,2024-25,actual-budgetary,budget-fy2026-27-vol1,142,,fy2026-27
299 Dedicated Resource Fund,26968,26968,2024-25,actual-budgetary,budget-fy2026-27-vol1,151,,fy2026-27
300 Debt Service Funds (type total),266053,266053,2024-25,actual-budgetary,budget-fy2026-27-vol1,157,,fy2026-27
308 PERS UAL Debt Service Fund,88970,88970,2024-25,actual-budgetary,budget-fy2026-27-vol1,164,,fy2026-27
320 Full Faith and Credit Debt Service Fund,619,619,2024-25,actual-budgetary,budget-fy2026-27-vol1,167,,fy2026-27
350 GO Bonds Debt Service Fund,176465,176465,2024-25,actual-budgetary,budget-fy2026-27-vol1,170,,fy2026-27
400 Capital Projects Funds (type total),603877,603877,2024-25,actual-budgetary,budget-fy2026-27-vol1,173,,fy2026-27
